id,mid,name,sex,face,sign,level,fans_badge,article,video,follower,archive_view,likes,total_charge_count,month_charge_count,birthday,official_role,official_title,official_type,vip_type,vip_status,url,category1,category2,tags,xxpoint,interact,fansgrowth,notesgrowth,viewgrowth,interactgrowth,ddate,sdate,sync_video,sync_article,is_huahuokol,resting,vdate,mdate,evr_view,evr_like,evr_collect,inc_percent
104,40966108,倒悬的橘子,男,https://i1.xxkol.cn/bfs/face/440968b6694576e931ed4ec61d699029d82bcbaa.jpg,唐山十八线说唱歌手。,6,1,0,211,2510915,291700614,19149764,2794,32,1月17日,1,bilibili 2019百大UP主、知名UP主,2,2,1,https://space.bilibili.com/40966108,鬼畜,音乐,"鬼畜,翻唱",10,6.02%,8.8,0.82,1.18,75.87,2021/12/30,2021/12/30 15:41,1,1,1,1,2021/12/30 0:12,2021/12/27 11:48,1071657.312,77237.812,16132.125,0.20%
400,3380239,神奇的老皮VFX,男,https://i1.xxkol.cn/bfs/face/e7c191e9be6764107415069b36f7d9564f149c86.gif,中二特效，最皮团队！  合作加wx: amazing_lp,6,1,0,138,2476721,204682556,11943336,3853,5,4月25日,1, bilibili 2019百大UP主、知名UP主,2,2,1,https://space.bilibili.com/3380239,生活,游戏,"特效,真人,炉石传说,游戏",8,1.79%,1.98,0.82,0.5,27.58,2021/12/30,2021/12/30 15:20,1,1,1,1,2021/12/30 0:14,2021/12/27 12:12,948779.6,71975,15566.6,0.02%
63384,591856754,卢正义的雕刻时光,男,https://i2.xxkol.cn/bfs/face/32ba341fb2e1e08c0e1d0239fd958c32d86c73f3.jpg,"我是卢正义，年方二十有七 
一个年轻的木匠人
合作咨询：JOJOMONO",6,1,0,86,2471763,155803653,17216186,1269,15,7月7日,1,bilibili 2020新人奖UP主、知名UP主,2,2,1,https://space.bilibili.com/591856754,生活,,,10,9.62%,12.99,1.1,0.63,72.09,2021/12/30,2021/12/30 13:06,0,1,1,1,2021/12/30 5:46,2021/12/30 2:45,3002100.667,353032,40545.5,-0.20%
64,279583114,老坛胡说,保密,https://i1.xxkol.cn/bfs/face/01b96e872a5b0df74e66b94126e13a78cb6f9b74.jpg,微博@edward8n24,6,1,0,135,2471582,193348617,16769812,3033,8,,1,bilibili 2020百大UP主、2019年度原创栏目奖UP主,2,2,1,https://space.bilibili.com/279583114,生活,音乐,,4,1.04%,1.51,-4.67,-0.09,20.33,2021/12/30,2021/12/30 15:41,1,1,1,1,2021/12/30 0:12,2021/12/27 11:46,1648622,219253,29935,-0.04%
267,26240675,与山0v0,男,https://i2.xxkol.cn/bfs/face/1dd429855a968c9d22b8ccc000a7aaabe8dbc201.jpg,因为喜欢 所以坚持 商务联系QQ：792853553 (记得备注商务！),6,1,0,657,2470927,390679539,28620701,3886,78,11月25日,1,bilibili 2020百大UP主、知名UP主,2,2,1,https://space.bilibili.com/26240675,游戏,生活,,10,7.51%,4.51,3.63,0.34,79.91,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:13,2021/12/27 11:56,553639.323,51483.226,7346.129,0.27%
1434,43389575,凤凰天使TSKS韩剧社官方账号,保密,https://i2.xxkol.cn/bfs/face/97cdf2282bb2c9d4e8ae5184356097844d1ba4d7.jpg,凤凰天使TSKS发布韩综的唯一官方哔哩哔哩在线账号哟~,6,0,0,3074,2467068,986720452,10931629,0,0,1月1日,0,,3,0,0,https://space.bilibili.com/43389575,娱乐,生活,,1,2.53%,4.31,-271.1,-0.01,29.67,2021/12/30,2021/12/30 15:44,1,1,0,1,2021/12/30 0:38,2021/12/27 13:52,46956.699,1016.116,478.871,0.11%
764,43536,黑桐谷歌,保密,https://i0.xxkol.cn/bfs/face/31706c82949b3ba4756a411825c3f16aeb14ad44.jpg,就是玩游戏  工作：852236312@qq.com,6,1,9,1120,2462786,306073453,9996596,21392,37,,1,bilibili 2019百大UP主、直播高能主播,2,2,1,https://space.bilibili.com/43536,游戏,生活,"黑桐谷歌,视频攻略,实况解说,单机游戏,游戏",2,0.68%,1.47,0.66,0.4,5.88,2021/12/30,2021/12/30 15:18,1,1,1,1,2021/12/30 0:16,2021/12/27 12:47,103010.964,4847.143,836,0.02%
74,515993,枪弹轨迹,男,https://i2.xxkol.cn/bfs/face/660c63a85869e5e0e5721d70fb22e7b6bae63b6f.jpg,兴 趣 使 然(???) 视频开放二创转载~ 商务合作QQ573741360 群号943488093 微博@枪弹轨迹,6,1,0,215,2454399,380837051,23845620,1595,11,1月30日,1,bilibili 2020百大UP主、知名UP主,2,2,1,https://space.bilibili.com/515993,鬼畜,生活,"枪弹轨迹,鬼畜,沙雕,Beatbox,电音",10,7.14%,9.35,1.98,0.79,94.29,2021/12/30,2021/12/30 15:41,1,1,1,1,2021/12/30 0:12,2021/12/27 11:46,1054658.429,106513,17156.643,0.18%
1582,208259,陈睿,男,https://i2.xxkol.cn/bfs/app/8920e6741fc2808cce5b81bc27abdbda291655d3.png,喜欢的话就坚持吧,6,1,6,7,2445819,11463248,4963918,0,0,1月23日,2,bilibili董事长兼CEO,2,2,1,https://space.bilibili.com/208259,科技,生活,,1,0%,-0.11,0.16,0.15,0,2021/12/26,2021/12/26 15:10,1,1,0,2,2021/12/27 0:15,2021/12/27 14:26,0,0,0,-0.07%
235,8578857,谷阿莫,男,https://i1.xxkol.cn/bfs/face/e21784d061d071d70c201d10bd17c0c8bf4ff227.jpg,來這邊只是聽我說一個我喜歡的故事，我不評論故事原本的含意或導演拍攝的用意，因為那些東西每個人都有不同的看法，謝謝,6,1,0,1443,2440325,603519708,7848954,5318,16,1月1日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/8578857,影视,生活,,6,1.81%,-0.98,7.25,0.06,17.84,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:13,2021/12/27 11:54,111552.984,6570.098,386.803,-0.06%
63195,402576555,画渣花小烙,女,https://i0.xxkol.cn/bfs/face/db394fdc1b3e0b782d5bd65c7a2cb810d974e925.jpg,一名想要努力画好每一个小知识的画渣！（每天都在默默肝视频，精力有限私信可能回复不及时(o^^o)）,6,1,0,170,2424674,245689855,15528944,2516,133,12月3日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/402576555,知识,娱乐,,10,11%,26.34,1.7,1.27,98.34,2021/12/30,2021/12/30 12:44,0,1,1,1,2021/12/30 5:45,2021/12/30 2:29,2399152.417,195644.333,20104.583,3.58%
68,423895,怕上火暴王老菊,保密,https://i0.xxkol.cn/bfs/face/550121f5c2c5d02b35ee525064dcd4c2612b26ea.jpg,"微勃er：weibo.com/573244552

",6,1,0,644,2424602,518399147,11022830,50572,294,3月22日,1,bilibili 2019百大UP主、知名UP主,2,2,1,https://space.bilibili.com/423895,游戏,生活,"看什么看,没见过帅哥,什么你见过,哦原来说我,原谅你了",5,2.16%,0.73,0.99,0.57,17.9,2021/12/30,2021/12/30 15:41,1,1,1,1,2021/12/30 0:12,2021/12/27 11:46,967074.25,49253.75,12801.125,0.08%
228,203337614,开心嘴炮,保密,https://i2.xxkol.cn/bfs/face/5cd3053f352bc597bac3d11b824e548108423cb2.jpg,欢迎关注我们新设立的生活号@快乐加特林 ，合作请加VX：13311286278   ,6,1,0,355,2423356,439521948,22490918,1823,11,1月1日,1,bilibili 知名娱乐UP主,2,1,0,https://space.bilibili.com/203337614,影视,娱乐,,10,7.36%,4.24,3.24,0.54,91.15,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:13,2021/12/27 11:53,796108.029,46104.886,2223.086,-0.10%
109,125526,-LKs-,保密,https://i0.xxkol.cn/bfs/face/982a96bbebd11773dd03b913e2eacf3a42fe6d0a.jpg,在不同分区反复横跳的UP主  内容/商业合作微信：OVQQAQ,6,1,0,340,2419335,186062805,13142373,6200,148,,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/125526,游戏,科技,,10,7.65%,10.61,2.03,0.38,74.51,2021/12/30,2021/12/30 15:41,1,1,1,1,2021/12/30 0:12,2021/12/27 11:48,1163663.143,105462.786,22184.143,0.30%
1571,3353026,鹤吱菌,男,https://i1.xxkol.cn/bfs/face/0dc328ed08cdb7e83920919b633077abaa851c79.jpg,认真学习，认真生活，认真做视频！微博@鹤吱菌  商务合作联系QQ1349613910,6,1,2,110,2398727,189381006,20111190,1397,8,8月21日,1,bilibili 2020百大UP主、知名游戏UP主,2,2,1,https://space.bilibili.com/3353026,游戏,动画,,10,2.75%,4.14,0.88,0.69,34.97,2021/12/30,2021/12/30 15:34,1,1,1,1,2021/12/30 0:38,2021/12/27 14:26,1031338.5,99006.5,9800,0.18%
1438,433587902,央视频,保密,https://i1.xxkol.cn/bfs/face/e36c0dbf4b3e0a3da7508867048bbea49a42e218.jpg,有品质，更轻松。关注我，让频频离你再近一点！ 投稿邮箱：ysptougao@yangshipin.cn,6,1,105,2907,2398023,346009653,28293365,254,5,,5,央视频官方账号,1,0,0,https://space.bilibili.com/433587902,资讯,生活,,10,8.54%,9.21,51.59,0.03,103.12,2021/12/30,2021/12/30 15:44,1,1,0,1,2021/12/30 0:38,2021/12/27 13:53,41532.656,4713.203,358.27,0.61%
323,297242063,黄一刀有毒,男,https://i1.xxkol.cn/bfs/face/cf8480768d0186835523a6d2e5033b12a1006523.jpg,一个很无聊的漫画人,6,0,0,154,2397323,221831409,14711988,664,9,11月8日,1,bilibili 知名搞笑UP主,2,2,1,https://space.bilibili.com/297242063,生活,动画,,10,8.36%,11.05,1.87,0.69,72.73,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:14,2021/12/27 11:57,1834224.133,114763.867,14985.267,1.18%
1615,470156882,小艾大叔,男,https://i2.xxkol.cn/bfs/face/b16398e01085cc874936a504c35d03a40063279e.jpg,提前感知美好生活,6,1,2,72,2394110,99634334,7539455,935,6,11月12日,1,bilibili 2020百大UP主、知名UP主,2,2,1,https://space.bilibili.com/470156882,生活,,豪宅就这么回事,6,1.84%,2.95,1.59,0.22,17.66,2021/12/30,2021/12/30 15:33,1,1,1,1,2021/12/30 0:39,2021/12/27 14:27,555209.545,35334.727,3892.636,0%
84756,493570956,欧阳春晓Aurora,保密,https://i0.xxkol.cn/bfs/face/6efb5448a52fc6fa62235e4c00067689b7cbe59a.jpg,美国运动委员会ACE认证私人健身教练 画风不稳定 慎关 微博@欧阳春晓aurora 合作联系VX：Tomatogo007,6,1,4,134,2392799,124809177,5388854,667,20,,7,时尚领域优质UP主,2,2,1,https://space.bilibili.com/493570956,时尚,生活,,10,3.20%,19.29,2.2,0.38,40.4,2021/12/30,2021/12/30 10:31,0,0,1,1,2021/12/30 8:35,2021/12/30 14:22,487349.571,24403.357,29234.786,0.75%
133,29296192,虫哥说电影,男,https://i1.xxkol.cn/bfs/face/b830989d9b8af6001da511a8a95b0ea806c11b60.jpg,有毒的打工族up～粉丝扣扣 ②群668198166 ①群696227026 ,6,1,0,343,2390532,416063661,21468902,3144,44,8月11日,1,bilibili 知名影视UP主,2,2,1,https://space.bilibili.com/29296192,影视,动画,,10,6.78%,5.6,3.3,0.43,69.49,2021/12/30,2021/12/30 15:40,1,1,1,1,2021/12/30 0:13,2021/12/27 11:51,736717.25,52680.5,3282.286,0.34%
320,11870568,拉宏桑,保密,https://i0.xxkol.cn/bfs/face/e400a6ad1106c5dba73da14417be6bc06645c7e1.jpg,其他各平台同名@拉宏桑 我亲爱的朋友们，有啥好建议可以私信我哦！,6,1,0,269,2387866,188645246,17427282,2540,36,12月22日,1,bilibili 2019百大UP主、知名UP主,2,2,1,https://space.bilibili.com/11870568,生活,时尚,,10,4.61%,7.35,1.48,0.51,53.59,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:14,2021/12/27 11:57,853873.25,82638.833,7186.917,0.19%
2307,178029850,杜海皇,男,https://i1.xxkol.cn/bfs/face/133111338ef9d6ca04515a0b517b2e837bc41e2b.jpg,日常在微博@杜海皇 商务合作请联系QQ2284771898,6,1,0,65,2380891,127884764,10818414,677,30,8月2日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/178029850,生活,游戏,"海皇,杜海皇",10,7.98%,16.61,1.26,0.83,68.31,2021/12/30,2021/12/30 15:13,1,1,1,1,2021/12/30 0:54,2021/12/27 15:53,2468758.286,240285,28633.429,0.52%
204495,474702359,自来卷三木,保密,https://i2.xxkol.cn/bfs/face/d22eb3b15757459151f03543e479e4290b903489.jpg,头发是天生的 头发是天生的 头发是天生的,6,1,0,93,2365756,193394905,22029226,818,13,,2,搞笑视频UP主,2,2,1,https://space.bilibili.com/474702359,生活,,,10,6.20%,9.13,2.09,0.4,93.49,2021/12/30,2021/12/30 2:07,0,0,1,1,2021/12/30 3:14,,1099718,114768.167,5490.333,0.12%
1132,1871001,棉花大哥哥,保密,https://i0.xxkol.cn/bfs/face/4d58b08f51706f2a6e61e160c0a40fd3a6dce9a7.jpg,商业合作237216991 bb空间代言人，专业的非洲抽奖主播。直播间皮肤抽奖从开播抽到下播。天选中奖把支付宝填在地址上周末不发奖,6,1,2,1350,2360374,153202054,15019755,3363,141,,1,bilibili 知名游戏UP主、直播高能主播,2,2,1,https://space.bilibili.com/1871001,游戏,生活,,10,3.84%,17.01,6.37,0.11,67.93,2021/12/30,2021/12/30 15:43,1,1,1,1,2021/12/30 0:17,2021/12/27 13:35,294966.485,19107.667,3630.091,0.95%
392,455876411,TheRock_Johnson,保密,https://i2.xxkol.cn/bfs/face/4de05f3d8abf7b7172eda2808eb62617fb820bf1.jpg,The official bilibili page for Dwayne "The Rock" Johnson,6,1,0,55,2359168,53231960,5540776,1982,2,,2,好莱坞知名演员道恩-强森(巨石强森),2,1,0,https://space.bilibili.com/455876411,娱乐,生活,,3,1.16%,0.61,1.54,0.09,11.1,2021/12/30,2021/12/30 15:20,1,1,0,1,2021/12/30 0:14,2021/12/27 12:00,175163.6,17015.333,969.8,-0.02%
1564,26633150,wlop-,男,https://i2.xxkol.cn/bfs/face/0acb122cfe2e1de1f33b5f3a96347ac40fbff880.jpg,去探索，去发现，去感悟，去创造,6,1,0,105,2354796,42629571,4691680,5929,54,6月5日,1,bilibili 知名动漫UP主,2,2,1,https://space.bilibili.com/26633150,生活,科技,,4,1.10%,6.05,0.71,0.15,9.29,2021/12/30,2021/12/30 15:34,1,1,0,1,2021/12/30 0:38,2021/12/27 14:26,473984.6,42406.8,8424,0.32%
61,295723,★⑥檤轮囬★,保密,https://i1.xxkol.cn/bfs/face/ae16880a3ccba26a2461a04b31ab7f98061cc576.jpg,想了解我的更多信息，可以关注我的新浪微博：土豆六道。商务微信：_6li6li,6,1,0,581,2350424,266706247,12560758,12736,15,,1,bilibili 2020百大UP主、知名UP主,2,2,1,https://space.bilibili.com/295723,动画,生活,,4,1.20%,-0.53,1.1,0.21,13.61,2021/12/30,2021/12/30 15:41,1,1,1,1,2021/12/30 0:12,2021/12/27 11:46,307726.333,26792.333,3338.667,-0.12%
39746,6087825,小紧张的虫虫,女,https://i0.xxkol.cn/bfs/face/946c1bfb362b53a834daa5bde15c2cb2b1e58c4d.jpg,"一只杭漂虫  祝你们每天都有愉快的一餐  
（请不要在其他地方刷up喔～）
商务 v 450092158（备注品牌，产品）",6,1,0,406,2349112,246469890,11407057,1809,148,10月4日,1,bilibili 知名美食UP主,2,2,1,https://space.bilibili.com/6087825,生活,时尚,"吃货,美食侦探,美食探店",10,13.51%,40.07,4.45,0.62,145.8,2021/12/30,2021/12/30 14:04,0,1,1,1,2021/12/30 3:43,2021/12/29 15:41,1345478.091,88135.152,5533.727,0.74%
234,4408538,我是怪异君,男,https://i2.xxkol.cn/bfs/face/4b3bdd3188d7b8b9200e16c70cba01c25b818a26.jpg,【沉下心 好好做内容】,6,1,47,165,2343308,129208844,5722755,5593,25,12月10日,1,bilibili 2019百大UP主、知名UP主,2,2,1,https://space.bilibili.com/4408538,影视,生活,"怪异君,怪异君毁经典,怪异故事,经典电视剧,毁童年",4,0.71%,5.88,0.71,0.37,11.01,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:13,2021/12/27 11:56,442394,39930,14111,0.30%
52,10462362,天天卡牌,男,https://i0.xxkol.cn/bfs/face/355a81531dfb772fc96509b402121a3fe8ff143b.jpg,微信公众号:ttkapai  商务合作邮箱:ttkapai_hz@163.com,6,1,115,1050,2323311,988481433,19522654,16186,43,4月3日,1,bilibili 2019百大UP主、知名游戏UP主,2,2,1,https://space.bilibili.com/10462362,游戏,生活,"天天卡牌,炉石传说,守望先锋,逗鱼时刻,午时已到",10,5.51%,-0.07,4.56,0.28,62,2021/12/30,2021/12/30 15:41,1,1,1,1,2021/12/30 0:12,2021/12/27 11:46,932200.679,42130.643,2451.714,-0.03%
222,25876945,极客湾Geekerwan,男,https://i1.xxkol.cn/bfs/face/d0f7a7ee34a4a45c8390eb3a07e4d7f2d70bae91.jpg,爱折腾、超硬核的科技数码频道！商务合作请联系：bd@geekerwan.com,6,1,277,279,2316423,140568838,8334824,11587,67,12月18日,1,bilibili 2019百大UP主、知名UP主,2,2,1,https://space.bilibili.com/25876945,数码,科技,,10,3.17%,10.34,2.2,0.31,46.52,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:13,2021/12/27 11:53,695367,42199.429,5820.643,0.31%
139317,346563107,波士顿圆脸,男,https://i2.xxkol.cn/bfs/face/f8f0fc4114bb06a87481abe12faa006a383cbe6d.jpg,生而为人，说点人话。商务合作+SiempreYI,6,1,1,539,2315708,363329184,32894291,8600,289,1月1日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/346563107,生活,知识,,10,19.82%,17.5,9.73,0.29,255.44,2021/12/30,2021/12/30 5:56,0,0,1,1,2021/12/30 12:25,,816006.433,67609.75,5258.317,0.49%
1584,39627524,食贫道,男,https://i2.xxkol.cn/bfs/face/eef12b850c10b0d7a7929236abb08604955823c0.jpg, 一个大开大合的人,6,1,5,362,2309428,159185255,12243500,4071,40,1月23日,1,2020年度正能量UP主、bilibili 2020百大UP主,2,2,1,https://space.bilibili.com/39627524,生活,资讯,,10,2.95%,5.39,2.47,0.24,40.14,2021/12/30,2021/12/30 15:34,1,1,1,1,2021/12/30 0:39,2021/12/27 14:26,545688.067,40536.133,3892.467,0.46%
139,279991456,靠谱电竞,保密,https://i1.xxkol.cn/bfs/face/f5694c95af22cfe15189a61d9874414128f1781b.jpg,一起让电竞变得流行！  合作VX：yuetuibd,6,1,51,268,2308778,340184968,24427240,4683,9,4月26日,1,bilibili 2020百大UP主、知名游戏UP主,2,2,1,https://space.bilibili.com/279991456,游戏,,,10,6.06%,0.4,1.59,0.58,72.47,2021/12/30,2021/12/30 15:40,1,1,1,1,2021/12/30 0:13,2021/12/27 11:51,1695744.4,124097.5,11070.1,-0.16%
357,43222001,卡特亚,保密,https://i2.xxkol.cn/bfs/face/a86d2a1570f968a7aa57f7d014f7826780900372.jpg,商务联系qq1032730000，二次元手游up主，出产各个二次元手游内容...晚些也会播播单机,6,1,2,996,2303763,230146673,14669689,4956,31,1月1日,1,bilibili 2020百大UP主、知名游戏UP主,2,2,1,https://space.bilibili.com/43222001,游戏,生活,,10,3.74%,9.71,4.51,0.17,56.58,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:14,2021/12/27 11:57,373878.536,26107.929,2229.857,0.87%
66891,477531206,阿特警官,男,https://i2.xxkol.cn/bfs/face/dae07824002ae3a60f46398888b9679d198e7fc1.jpg,就是那个喜欢抓粉的阿特叻！感谢大家的喜欢！阿特会继续努力！,6,1,0,212,2303528,182401376,10114683,0,0,2月5日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/477531206,生活,资讯,"阿特,警察,公安,脑洞,车评",10,4.60%,25.63,2.53,0.73,69.53,2021/12/30,2021/12/30 11:58,0,1,1,1,2021/12/30 6:23,2021/12/30 8:53,841279.75,62426.938,2049.125,0.09%
426,450595813,文不叮,女,https://i1.xxkol.cn/bfs/face/dccef5706a240d279768e89e8150f71ad2651e33.jpg,做好干货 努力努力再努力。微博：文不叮_       工作联系vx：A1375269686，注明合作事宜,6,1,0,136,2302497,105962051,7335798,519,3,12月25日,1,bilibili 2020百大UP主、知名时尚UP主,2,1,0,https://space.bilibili.com/450595813,时尚,生活,,10,2.76%,4.43,1.65,0.22,33.47,2021/12/30,2021/12/30 15:20,1,1,1,1,2021/12/30 0:14,2021/12/27 12:12,505319.2,34526.6,28404.3,0.08%
1596,262453663,Vinheteiro,保密,https://i1.xxkol.cn/bfs/face/28da8278906ae94d243237a7aa07d4af87466c52.jpg,Lord Vinheteiro来自巴西，是钢琴师也是音乐制作人。叫他维涅泰罗或V叔都行。他会瞪你。,6,1,0,212,2290907,136463994,9072044,1298,7,,1,bilibili 知名音乐UP主,2,1,1,https://space.bilibili.com/262453663,音乐,生活,瞪你,10,3.27%,8.24,1.98,0.25,31.71,2021/12/30,2021/12/30 15:34,1,1,1,1,2021/12/30 0:51,2021/12/27 14:26,929030.636,60053.273,6903.636,0.04%
2255,485092296,张三的传奇一生,保密,https://i0.xxkol.cn/bfs/face/723725b45e6a1f3558f75bdf295a71be77a208dc.jpg,分享热爱 共同成长 一起来读书吧！,6,1,0,54,2289101,204489653,11648652,295,5,,1,bilibili 知名科普UP主,2,2,1,https://space.bilibili.com/485092296,科技,生活,,8,0.43%,17.86,-0.05,-17.02,32.88,2021/12/30,2021/12/30 15:13,1,1,1,1,2021/12/30 0:53,2021/12/27 15:41,15218.939,1149.924,284.03,0.21%
485,5957440,曼食慢语,保密,https://i1.xxkol.cn/bfs/face/49dab862b8acaf9a80a921df04c9532f1c826ebc.jpg,商务合作：rick@amandatastes.com,6,1,86,394,2284673,121478337,6849259,1509,12,6月20日,1,bilibili 2018百大UP主、 知名美食UP主,2,2,1,https://space.bilibili.com/5957440,生活,,"曼达,正经厨娘,曼达小馆,曼食慢语,Amanda",5,1.75%,4.43,-0.49,-0.41,16.71,2021/12/30,2021/12/30 15:19,1,1,1,1,2021/12/30 0:14,2021/12/27 12:21,195362.647,16486.824,6575.235,0.37%
163465,414336759,路温1900,男,https://i0.xxkol.cn/bfs/face/c87393e894b03864cfd5df4578e1178a212cb83d.jpg,"微博：路温1900/商务合作QQ：2406694627
个人邮箱: luwen19000729@163.com",6,0,0,75,2283597,207459590,13777517,2578,84,7月29日,1,bilibili 知名影视UP主,2,2,1,https://space.bilibili.com/414336759,娱乐,影视,,10,8.55%,14.22,1.26,1.14,78.52,2021/12/30,2021/12/30 4:43,0,0,1,1,2021/12/30 9:20,,2188851.1,162798.6,11246.6,0.51%
765,1605721,允星河Yoseya,保密,https://i1.xxkol.cn/bfs/face/1e30bfdfb1decdd033750429a77bdcda3a139e8b.jpg,别忘记点关注哦！日常发在微博（同名），商务v：cyn1995,6,1,0,122,2251480,200783982,6350146,4550,5,,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/1605721,游戏,生活,"后期视频作者,允星河yoseya,直播间5027",9,2.44%,7.53,0.99,1.13,27.21,2021/12/30,2021/12/30 15:18,1,1,1,1,2021/12/30 0:16,2021/12/27 13:02,1171607.75,56515.875,11700.375,0%
221757,2000819931,中国国家地理,保密,https://i0.xxkol.cn/bfs/face/5de9320fcf120c7b40ae40cf9b239d8b63489f15.jpg,让“想当科学家”重新变成大家的梦想丨商务合作请联系：rmt@cng.com.cn,6,1,0,50,2249634,57927387,5401841,0,0,1月1日,5,《中国国家地理》杂志社官方账号,1,0,0,https://space.bilibili.com/2000819931,知识,,,10,5.65%,22.18,2.27,0.72,38.63,2021/12/30,2021/12/30 0:37,0,0,0,1,2021/12/30 0:14,2021/12/29 15:41,,,,0.74%
196916,641975239,刘谦,保密,https://i1.xxkol.cn/bfs/face/2e10865d04eb24ddad10d0bd41d20cdc2e0ab8d1.jpg,"It`s time to witness miracle....
商务合作请联系Ann：18210559208",6,0,0,46,2249559,79990062,6212187,0,0,,2,刘谦官方账号,2,2,1,https://space.bilibili.com/641975239,娱乐,,,10,4.26%,13.8,0.55,0.83,31.29,2021/12/30,2021/12/30 2:19,0,0,1,1,2021/12/30 4:29,,1136834.375,105090,11464.375,0.37%
71,72270557,芳斯塔芙,保密,https://i2.xxkol.cn/bfs/face/b6c4669d05df92eb45a410ba1ceb1bba34873f1e.jpg,芳斯塔芙&鬼谷藏龙 为您带来fun stuff；商务合作QQ：1243739286；学术交流请站内@城主鬼谷藏龙 ,6,1,4,130,2249210,159796246,10378189,7705,78,2月21日,1,bilibili 2020百大UP主、知名UP主,2,2,1,https://space.bilibili.com/72270557,科技,生活,,10,4.05%,6.89,1.15,0.49,36.8,2021/12/30,2021/12/30 15:41,1,1,1,1,2021/12/30 0:12,2021/12/27 11:46,1165233.556,80240.667,18155.111,0.97%
63517,207346018,肉肉大搜索,男,https://i1.xxkol.cn/bfs/face/17d046fe9d32477979575a0a2d8ad1c3dc0b6ddb.jpg,"无公司，不接任何探店，中介勿扰
美食小挖机，吃辣小趴菜",6,1,0,501,2248219,412003169,16041542,994,30,8月19日,7,bilibili 新星UP主,2,2,1,https://space.bilibili.com/207346018,生活,,,10,9.92%,26.37,0.71,4.6,133.06,2021/12/30,2021/12/30 13:05,0,1,0,1,2021/12/30 5:47,2021/12/30 3:31,2050503.36,81172.68,7737,0.55%
1623,454719565,奇闻观察室,保密,https://i1.xxkol.cn/bfs/face/9a3db43b055b313a982ef09cf5f8f249b537cfe9.jpg,奇闻 悬疑 案件 历史真实故事！商务合作请加v：WuYiD666,6,1,1,167,2239578,168736861,10694314,2071,29,1月1日,1,bilibili 2020百大UP主、知名科普UP主,2,2,1,https://space.bilibili.com/454719565,科技,生活,,10,4.39%,7.6,3.13,0.26,43.82,2021/12/30,2021/12/30 15:33,1,1,1,1,2021/12/30 0:39,2021/12/27 14:27,720780.773,39470.545,3700.227,0.38%
269,11336264,TESTV官方频道,保密,https://i2.xxkol.cn/bfs/face/34ccaf9461c67482e3164675c0036e94df18b7a7.jpg,我们不做评测，是体验！愉快的体验！微博/公众号/tb店铺：TESTV值不值得买 | 官网：testv.cn,6,1,81,973,2236201,313391463,8460059,11103,106,7月19日,1,bilibili 知名科技UP主,2,2,1,https://space.bilibili.com/11336264,数码,生活,"创意小玩意,搞笑,体验,数码,日常",9,3%,3.07,3.9,0.17,28.49,2021/12/30,2021/12/30 15:21,1,1,0,1,2021/12/30 0:13,2021/12/27 11:56,347876.4,18812.3,2419.2,0.04%
1771,345630501,黄龄,保密,https://i0.xxkol.cn/bfs/face/b83ec09ae2451cda72d276ac95a37d10f4be52dd.jpg,"龄铛交流平台—— QQ粉丝群：336405788
商务合作：和序文化  林小姐 529024254@qq.com ",6,1,0,115,2216186,123279983,10117579,2931,58,,2,歌手 黄龄、2020年度创新UP主、bilibili 2020百大UP主,2,2,1,https://space.bilibili.com/345630501,音乐,科技,,9,2.20%,2.31,1.81,0.21,29.69,2021/12/30,2021/12/30 15:32,1,1,1,1,2021/12/30 0:51,2021/12/27 14:53,453129.667,35546.083,3504.5,0.16%
1559,2374194,墨韵Moyun,女,https://i0.xxkol.cn/bfs/face/91ed2a62e408014561b41655f8c0a5510e9be687.jpg,筝人，愿拆曲成诗。微博：墨韵随步摇。合作邮箱：adhy@andmusic.cn 。粉丝三群：490561001,6,1,0,71,2206364,101969362,9194694,4530,19,10月5日,1,bilibili 2019百大UP主、 知名音乐UP主,2,2,1,https://space.bilibili.com/2374194,音乐,资讯,"古筝,国风,ACG",3,1.09%,2.5,1.32,0.15,9.47,2021/12/30,2021/12/30 15:34,1,1,1,1,2021/12/30 0:38,2021/12/27 14:07,209887.4,18834.8,4796.8,0.09%
